request_id,complete,artifact_count,execution_status,policy_passed,review_required,policy_violation_count,policy_violation_rules,policy_violation_reasons,security_checks,ledger_events_total,passport_total,passport_countries,passport_jurisdictions,passport_data_residency,runtime_profiles,sandboxed_adapters,provider_boundary,evidence_digests,prompt_text,artifacts,json_errors
7b02e5d9-46e4-494b-aec4-3d66f02e1cf7,true,5,completed,false,true,44,"[""a2a_bridge_agent_execution_disabled"",""a2a_bridge_agents_bound"",""a2a_bridge_authentication_non_secret"",""a2a_bridge_contracts_declared"",""a2a_bridge_external_execution_disabled"",""a2a_bridge_handshakes_bound"",""a2a_bridge_identities_bound"",""a2a_bridge_key_material_denied"",""a2a_bridge_message_contracts_bound"",""a2a_bridge_network_denied"",""a2a_bridge_passports_bound"",""a2a_bridge_secret_material_denied"",""a2a_bridge_security_claims_absent"",""a2a_bridge_trust_ledgers_bound"",""atrust_boundaries_declared"",""atrust_credential_contract_declared"",""atrust_did_methods_declared"",""atrust_handshake_declared"",""atrust_identity_declared"",""mcp_bridge_agents_bound"",""mcp_bridge_authentication_non_secret"",""mcp_bridge_boundaries_bound"",""mcp_bridge_contracts_declared"",""mcp_bridge_external_execution_disabled"",""mcp_bridge_identities_bound"",""mcp_bridge_key_material_denied"",""mcp_bridge_network_denied"",""mcp_bridge_passports_bound"",""mcp_bridge_secret_material_denied"",""mcp_bridge_security_claims_absent"",""mcp_bridge_tool_execution_disabled"",""trust_ledger_append_only"",""trust_ledger_blockchain_absent"",""trust_ledger_chain_valid"",""trust_ledger_entries_bound"",""trust_ledger_evidence_required"",""trust_ledger_execution_disabled"",""trust_ledger_hash_algorithm_declared"",""trust_ledger_key_material_denied"",""trust_ledger_network_denied"",""trust_ledger_secret_material_denied"",""trust_ledger_security_claims_absent"",""trust_ledger_signature_absent"",""trust_ledgers_declared""]","[""unknown policy rule""]",passed,265,2,"[""CL""]","[""CL""]","[""CL"",""EU""]","[""ChatbotRuntime""]","[""OpenAISandbox""]","{""blocked_attempts"":1,""declarative_contract_names"":[""OpenAIProvider""],""executable_providers"":[""simulated""],""external_contracts_total"":1,""external_execution_blocked"":true}","{""bytecode_digest"":{""valid"":true,""value"":""sha256:0fc81690f6797d3e51d3ee715e9c93a55016d99b91b756cfd55b94353aca44b9""},""ledger_digest"":{""valid"":true,""value"":""sha256:ae2968e84b006df7d89515006e38290372c20fccdb38ac83a215741be3faf3b8""},""report_digest"":{""valid"":true,""value"":""sha256:17de4e3e24085d06c1b719b3a3755e35978837537e4869d3ca7873378854316e""},""trace_digest"":{""valid"":true,""value"":""sha256:3e42dda7baa5773011a39252276f2e8c6899b72ab90956c2252b499fec83fe01""}}",,"{""session.argbc.json"":{""present"":true,""size_bytes"":45591},""session.argx"":{""present"":true,""size_bytes"":25825},""session.evidence.json"":{""present"":true,""size_bytes"":710},""session.security.json"":{""present"":true,""size_bytes"":22271},""session.trace.json"":{""present"":true,""size_bytes"":130327}}",{}
860d1673-b444-413e-b380-3ca63cdcbd21,true,5,completed,false,true,44,"[""a2a_bridge_agent_execution_disabled"",""a2a_bridge_agents_bound"",""a2a_bridge_authentication_non_secret"",""a2a_bridge_contracts_declared"",""a2a_bridge_external_execution_disabled"",""a2a_bridge_handshakes_bound"",""a2a_bridge_identities_bound"",""a2a_bridge_key_material_denied"",""a2a_bridge_message_contracts_bound"",""a2a_bridge_network_denied"",""a2a_bridge_passports_bound"",""a2a_bridge_secret_material_denied"",""a2a_bridge_security_claims_absent"",""a2a_bridge_trust_ledgers_bound"",""atrust_boundaries_declared"",""atrust_credential_contract_declared"",""atrust_did_methods_declared"",""atrust_handshake_declared"",""atrust_identity_declared"",""mcp_bridge_agents_bound"",""mcp_bridge_authentication_non_secret"",""mcp_bridge_boundaries_bound"",""mcp_bridge_contracts_declared"",""mcp_bridge_external_execution_disabled"",""mcp_bridge_identities_bound"",""mcp_bridge_key_material_denied"",""mcp_bridge_network_denied"",""mcp_bridge_passports_bound"",""mcp_bridge_secret_material_denied"",""mcp_bridge_security_claims_absent"",""mcp_bridge_tool_execution_disabled"",""trust_ledger_append_only"",""trust_ledger_blockchain_absent"",""trust_ledger_chain_valid"",""trust_ledger_entries_bound"",""trust_ledger_evidence_required"",""trust_ledger_execution_disabled"",""trust_ledger_hash_algorithm_declared"",""trust_ledger_key_material_denied"",""trust_ledger_network_denied"",""trust_ledger_secret_material_denied"",""trust_ledger_security_claims_absent"",""trust_ledger_signature_absent"",""trust_ledgers_declared""]","[""unknown policy rule""]",passed,265,2,"[""CL""]","[""CL""]","[""CL"",""EU""]","[""ChatbotRuntime""]","[""OpenAISandbox""]","{""blocked_attempts"":1,""declarative_contract_names"":[""OpenAIProvider""],""executable_providers"":[""simulated""],""external_contracts_total"":1,""external_execution_blocked"":true}","{""bytecode_digest"":{""valid"":true,""value"":""sha256:0fc81690f6797d3e51d3ee715e9c93a55016d99b91b756cfd55b94353aca44b9""},""ledger_digest"":{""valid"":true,""value"":""sha256:ae2968e84b006df7d89515006e38290372c20fccdb38ac83a215741be3faf3b8""},""report_digest"":{""valid"":true,""value"":""sha256:17de4e3e24085d06c1b719b3a3755e35978837537e4869d3ca7873378854316e""},""trace_digest"":{""valid"":true,""value"":""sha256:3e42dda7baa5773011a39252276f2e8c6899b72ab90956c2252b499fec83fe01""}}",,"{""session.argbc.json"":{""present"":true,""size_bytes"":45591},""session.argx"":{""present"":true,""size_bytes"":25825},""session.evidence.json"":{""present"":true,""size_bytes"":710},""session.security.json"":{""present"":true,""size_bytes"":22271},""session.trace.json"":{""present"":true,""size_bytes"":130327}}",{}
902f680b-6b1c-4d68-955b-212d7b72dae2,true,5,completed,false,true,44,"[""a2a_bridge_agent_execution_disabled"",""a2a_bridge_agents_bound"",""a2a_bridge_authentication_non_secret"",""a2a_bridge_contracts_declared"",""a2a_bridge_external_execution_disabled"",""a2a_bridge_handshakes_bound"",""a2a_bridge_identities_bound"",""a2a_bridge_key_material_denied"",""a2a_bridge_message_contracts_bound"",""a2a_bridge_network_denied"",""a2a_bridge_passports_bound"",""a2a_bridge_secret_material_denied"",""a2a_bridge_security_claims_absent"",""a2a_bridge_trust_ledgers_bound"",""atrust_boundaries_declared"",""atrust_credential_contract_declared"",""atrust_did_methods_declared"",""atrust_handshake_declared"",""atrust_identity_declared"",""mcp_bridge_agents_bound"",""mcp_bridge_authentication_non_secret"",""mcp_bridge_boundaries_bound"",""mcp_bridge_contracts_declared"",""mcp_bridge_external_execution_disabled"",""mcp_bridge_identities_bound"",""mcp_bridge_key_material_denied"",""mcp_bridge_network_denied"",""mcp_bridge_passports_bound"",""mcp_bridge_secret_material_denied"",""mcp_bridge_security_claims_absent"",""mcp_bridge_tool_execution_disabled"",""trust_ledger_append_only"",""trust_ledger_blockchain_absent"",""trust_ledger_chain_valid"",""trust_ledger_entries_bound"",""trust_ledger_evidence_required"",""trust_ledger_execution_disabled"",""trust_ledger_hash_algorithm_declared"",""trust_ledger_key_material_denied"",""trust_ledger_network_denied"",""trust_ledger_secret_material_denied"",""trust_ledger_security_claims_absent"",""trust_ledger_signature_absent"",""trust_ledgers_declared""]","[""unknown policy rule""]",passed,265,2,"[""CL""]","[""CL""]","[""CL"",""EU""]","[""ChatbotRuntime""]","[""OpenAISandbox""]","{""blocked_attempts"":1,""declarative_contract_names"":[""OpenAIProvider""],""executable_providers"":[""simulated""],""external_contracts_total"":1,""external_execution_blocked"":true}","{""bytecode_digest"":{""valid"":true,""value"":""sha256:0fc81690f6797d3e51d3ee715e9c93a55016d99b91b756cfd55b94353aca44b9""},""ledger_digest"":{""valid"":true,""value"":""sha256:ae2968e84b006df7d89515006e38290372c20fccdb38ac83a215741be3faf3b8""},""report_digest"":{""valid"":true,""value"":""sha256:17de4e3e24085d06c1b719b3a3755e35978837537e4869d3ca7873378854316e""},""trace_digest"":{""valid"":true,""value"":""sha256:3e42dda7baa5773011a39252276f2e8c6899b72ab90956c2252b499fec83fe01""}}",,"{""session.argbc.json"":{""present"":true,""size_bytes"":45591},""session.argx"":{""present"":true,""size_bytes"":25825},""session.evidence.json"":{""present"":true,""size_bytes"":710},""session.security.json"":{""present"":true,""size_bytes"":22271},""session.trace.json"":{""present"":true,""size_bytes"":130327}}",{}
bb00fc2a-a79d-4bd0-9b89-a0d124bdbc58,true,5,completed,false,true,44,"[""a2a_bridge_agent_execution_disabled"",""a2a_bridge_agents_bound"",""a2a_bridge_authentication_non_secret"",""a2a_bridge_contracts_declared"",""a2a_bridge_external_execution_disabled"",""a2a_bridge_handshakes_bound"",""a2a_bridge_identities_bound"",""a2a_bridge_key_material_denied"",""a2a_bridge_message_contracts_bound"",""a2a_bridge_network_denied"",""a2a_bridge_passports_bound"",""a2a_bridge_secret_material_denied"",""a2a_bridge_security_claims_absent"",""a2a_bridge_trust_ledgers_bound"",""atrust_boundaries_declared"",""atrust_credential_contract_declared"",""atrust_did_methods_declared"",""atrust_handshake_declared"",""atrust_identity_declared"",""mcp_bridge_agents_bound"",""mcp_bridge_authentication_non_secret"",""mcp_bridge_boundaries_bound"",""mcp_bridge_contracts_declared"",""mcp_bridge_external_execution_disabled"",""mcp_bridge_identities_bound"",""mcp_bridge_key_material_denied"",""mcp_bridge_network_denied"",""mcp_bridge_passports_bound"",""mcp_bridge_secret_material_denied"",""mcp_bridge_security_claims_absent"",""mcp_bridge_tool_execution_disabled"",""trust_ledger_append_only"",""trust_ledger_blockchain_absent"",""trust_ledger_chain_valid"",""trust_ledger_entries_bound"",""trust_ledger_evidence_required"",""trust_ledger_execution_disabled"",""trust_ledger_hash_algorithm_declared"",""trust_ledger_key_material_denied"",""trust_ledger_network_denied"",""trust_ledger_secret_material_denied"",""trust_ledger_security_claims_absent"",""trust_ledger_signature_absent"",""trust_ledgers_declared""]","[""unknown policy rule""]",passed,265,2,"[""CL""]","[""CL""]","[""CL"",""EU""]","[""ChatbotRuntime""]","[""OpenAISandbox""]","{""blocked_attempts"":1,""declarative_contract_names"":[""OpenAIProvider""],""executable_providers"":[""simulated""],""external_contracts_total"":1,""external_execution_blocked"":true}","{""bytecode_digest"":{""valid"":true,""value"":""sha256:d0087afaaf6cd13a454d8edfb22019e33941d8f0b843c2fb05bc47af3ac7bdd1""},""ledger_digest"":{""valid"":true,""value"":""sha256:ae2968e84b006df7d89515006e38290372c20fccdb38ac83a215741be3faf3b8""},""report_digest"":{""valid"":true,""value"":""sha256:8694e4d294745606149a610a81a72001a5e147f95e0ee8c9087ea3cf7760d995""},""trace_digest"":{""valid"":true,""value"":""sha256:1a7be935a9938429b677e39db65ba197ee11802cfd64f741cb2897338160f36c""}}",,"{""session.argbc.json"":{""present"":true,""size_bytes"":45581},""session.argx"":{""present"":true,""size_bytes"":25815},""session.evidence.json"":{""present"":true,""size_bytes"":710},""session.security.json"":{""present"":true,""size_bytes"":22268},""session.trace.json"":{""present"":true,""size_bytes"":130321}}",{}
c9a10428-7ecc-4938-93d2-9651b10e81a1,true,5,completed,false,true,44,"[""a2a_bridge_agent_execution_disabled"",""a2a_bridge_agents_bound"",""a2a_bridge_authentication_non_secret"",""a2a_bridge_contracts_declared"",""a2a_bridge_external_execution_disabled"",""a2a_bridge_handshakes_bound"",""a2a_bridge_identities_bound"",""a2a_bridge_key_material_denied"",""a2a_bridge_message_contracts_bound"",""a2a_bridge_network_denied"",""a2a_bridge_passports_bound"",""a2a_bridge_secret_material_denied"",""a2a_bridge_security_claims_absent"",""a2a_bridge_trust_ledgers_bound"",""atrust_boundaries_declared"",""atrust_credential_contract_declared"",""atrust_did_methods_declared"",""atrust_handshake_declared"",""atrust_identity_declared"",""mcp_bridge_agents_bound"",""mcp_bridge_authentication_non_secret"",""mcp_bridge_boundaries_bound"",""mcp_bridge_contracts_declared"",""mcp_bridge_external_execution_disabled"",""mcp_bridge_identities_bound"",""mcp_bridge_key_material_denied"",""mcp_bridge_network_denied"",""mcp_bridge_passports_bound"",""mcp_bridge_secret_material_denied"",""mcp_bridge_security_claims_absent"",""mcp_bridge_tool_execution_disabled"",""trust_ledger_append_only"",""trust_ledger_blockchain_absent"",""trust_ledger_chain_valid"",""trust_ledger_entries_bound"",""trust_ledger_evidence_required"",""trust_ledger_execution_disabled"",""trust_ledger_hash_algorithm_declared"",""trust_ledger_key_material_denied"",""trust_ledger_network_denied"",""trust_ledger_secret_material_denied"",""trust_ledger_security_claims_absent"",""trust_ledger_signature_absent"",""trust_ledgers_declared""]","[""unknown policy rule""]",passed,265,2,"[""CL""]","[""CL""]","[""CL"",""EU""]","[""ChatbotRuntime""]","[""OpenAISandbox""]","{""blocked_attempts"":1,""declarative_contract_names"":[""OpenAIProvider""],""executable_providers"":[""simulated""],""external_contracts_total"":1,""external_execution_blocked"":true}","{""bytecode_digest"":{""valid"":true,""value"":""sha256:0fc81690f6797d3e51d3ee715e9c93a55016d99b91b756cfd55b94353aca44b9""},""ledger_digest"":{""valid"":true,""value"":""sha256:ae2968e84b006df7d89515006e38290372c20fccdb38ac83a215741be3faf3b8""},""report_digest"":{""valid"":true,""value"":""sha256:17de4e3e24085d06c1b719b3a3755e35978837537e4869d3ca7873378854316e""},""trace_digest"":{""valid"":true,""value"":""sha256:3e42dda7baa5773011a39252276f2e8c6899b72ab90956c2252b499fec83fe01""}}",,"{""session.argbc.json"":{""present"":true,""size_bytes"":45591},""session.argx"":{""present"":true,""size_bytes"":25825},""session.evidence.json"":{""present"":true,""size_bytes"":710},""session.security.json"":{""present"":true,""size_bytes"":22271},""session.trace.json"":{""present"":true,""size_bytes"":130327}}",{}
d193caa6-4e2b-4ed8-bc60-f01135710204,true,5,completed,false,true,44,"[""a2a_bridge_agent_execution_disabled"",""a2a_bridge_agents_bound"",""a2a_bridge_authentication_non_secret"",""a2a_bridge_contracts_declared"",""a2a_bridge_external_execution_disabled"",""a2a_bridge_handshakes_bound"",""a2a_bridge_identities_bound"",""a2a_bridge_key_material_denied"",""a2a_bridge_message_contracts_bound"",""a2a_bridge_network_denied"",""a2a_bridge_passports_bound"",""a2a_bridge_secret_material_denied"",""a2a_bridge_security_claims_absent"",""a2a_bridge_trust_ledgers_bound"",""atrust_boundaries_declared"",""atrust_credential_contract_declared"",""atrust_did_methods_declared"",""atrust_handshake_declared"",""atrust_identity_declared"",""mcp_bridge_agents_bound"",""mcp_bridge_authentication_non_secret"",""mcp_bridge_boundaries_bound"",""mcp_bridge_contracts_declared"",""mcp_bridge_external_execution_disabled"",""mcp_bridge_identities_bound"",""mcp_bridge_key_material_denied"",""mcp_bridge_network_denied"",""mcp_bridge_passports_bound"",""mcp_bridge_secret_material_denied"",""mcp_bridge_security_claims_absent"",""mcp_bridge_tool_execution_disabled"",""trust_ledger_append_only"",""trust_ledger_blockchain_absent"",""trust_ledger_chain_valid"",""trust_ledger_entries_bound"",""trust_ledger_evidence_required"",""trust_ledger_execution_disabled"",""trust_ledger_hash_algorithm_declared"",""trust_ledger_key_material_denied"",""trust_ledger_network_denied"",""trust_ledger_secret_material_denied"",""trust_ledger_security_claims_absent"",""trust_ledger_signature_absent"",""trust_ledgers_declared""]","[""unknown policy rule""]",passed,265,2,"[""CL""]","[""CL""]","[""CL"",""EU""]","[""ChatbotRuntime""]","[""OpenAISandbox""]","{""blocked_attempts"":1,""declarative_contract_names"":[""OpenAIProvider""],""executable_providers"":[""simulated""],""external_contracts_total"":1,""external_execution_blocked"":true}","{""bytecode_digest"":{""valid"":true,""value"":""sha256:d0087afaaf6cd13a454d8edfb22019e33941d8f0b843c2fb05bc47af3ac7bdd1""},""ledger_digest"":{""valid"":true,""value"":""sha256:ae2968e84b006df7d89515006e38290372c20fccdb38ac83a215741be3faf3b8""},""report_digest"":{""valid"":true,""value"":""sha256:8694e4d294745606149a610a81a72001a5e147f95e0ee8c9087ea3cf7760d995""},""trace_digest"":{""valid"":true,""value"":""sha256:1a7be935a9938429b677e39db65ba197ee11802cfd64f741cb2897338160f36c""}}",,"{""session.argbc.json"":{""present"":true,""size_bytes"":45581},""session.argx"":{""present"":true,""size_bytes"":25815},""session.evidence.json"":{""present"":true,""size_bytes"":710},""session.security.json"":{""present"":true,""size_bytes"":22268},""session.trace.json"":{""present"":true,""size_bytes"":130321}}",{}
d196a3ac-77b7-4be9-96fe-c4281eba9a93,true,5,completed,false,true,44,"[""a2a_bridge_agent_execution_disabled"",""a2a_bridge_agents_bound"",""a2a_bridge_authentication_non_secret"",""a2a_bridge_contracts_declared"",""a2a_bridge_external_execution_disabled"",""a2a_bridge_handshakes_bound"",""a2a_bridge_identities_bound"",""a2a_bridge_key_material_denied"",""a2a_bridge_message_contracts_bound"",""a2a_bridge_network_denied"",""a2a_bridge_passports_bound"",""a2a_bridge_secret_material_denied"",""a2a_bridge_security_claims_absent"",""a2a_bridge_trust_ledgers_bound"",""atrust_boundaries_declared"",""atrust_credential_contract_declared"",""atrust_did_methods_declared"",""atrust_handshake_declared"",""atrust_identity_declared"",""mcp_bridge_agents_bound"",""mcp_bridge_authentication_non_secret"",""mcp_bridge_boundaries_bound"",""mcp_bridge_contracts_declared"",""mcp_bridge_external_execution_disabled"",""mcp_bridge_identities_bound"",""mcp_bridge_key_material_denied"",""mcp_bridge_network_denied"",""mcp_bridge_passports_bound"",""mcp_bridge_secret_material_denied"",""mcp_bridge_security_claims_absent"",""mcp_bridge_tool_execution_disabled"",""trust_ledger_append_only"",""trust_ledger_blockchain_absent"",""trust_ledger_chain_valid"",""trust_ledger_entries_bound"",""trust_ledger_evidence_required"",""trust_ledger_execution_disabled"",""trust_ledger_hash_algorithm_declared"",""trust_ledger_key_material_denied"",""trust_ledger_network_denied"",""trust_ledger_secret_material_denied"",""trust_ledger_security_claims_absent"",""trust_ledger_signature_absent"",""trust_ledgers_declared""]","[""unknown policy rule""]",passed,265,2,"[""CL""]","[""CL""]","[""CL"",""EU""]","[""ChatbotRuntime""]","[""OpenAISandbox""]","{""blocked_attempts"":1,""declarative_contract_names"":[""OpenAIProvider""],""executable_providers"":[""simulated""],""external_contracts_total"":1,""external_execution_blocked"":true}","{""bytecode_digest"":{""valid"":true,""value"":""sha256:0fc81690f6797d3e51d3ee715e9c93a55016d99b91b756cfd55b94353aca44b9""},""ledger_digest"":{""valid"":true,""value"":""sha256:ae2968e84b006df7d89515006e38290372c20fccdb38ac83a215741be3faf3b8""},""report_digest"":{""valid"":true,""value"":""sha256:17de4e3e24085d06c1b719b3a3755e35978837537e4869d3ca7873378854316e""},""trace_digest"":{""valid"":true,""value"":""sha256:3e42dda7baa5773011a39252276f2e8c6899b72ab90956c2252b499fec83fe01""}}",,"{""session.argbc.json"":{""present"":true,""size_bytes"":45591},""session.argx"":{""present"":true,""size_bytes"":25825},""session.evidence.json"":{""present"":true,""size_bytes"":710},""session.security.json"":{""present"":true,""size_bytes"":22271},""session.trace.json"":{""present"":true,""size_bytes"":130327}}",{}
d2797804-9d8e-480e-8bc2-76eaaf74975a,true,5,completed,false,true,44,"[""a2a_bridge_agent_execution_disabled"",""a2a_bridge_agents_bound"",""a2a_bridge_authentication_non_secret"",""a2a_bridge_contracts_declared"",""a2a_bridge_external_execution_disabled"",""a2a_bridge_handshakes_bound"",""a2a_bridge_identities_bound"",""a2a_bridge_key_material_denied"",""a2a_bridge_message_contracts_bound"",""a2a_bridge_network_denied"",""a2a_bridge_passports_bound"",""a2a_bridge_secret_material_denied"",""a2a_bridge_security_claims_absent"",""a2a_bridge_trust_ledgers_bound"",""atrust_boundaries_declared"",""atrust_credential_contract_declared"",""atrust_did_methods_declared"",""atrust_handshake_declared"",""atrust_identity_declared"",""mcp_bridge_agents_bound"",""mcp_bridge_authentication_non_secret"",""mcp_bridge_boundaries_bound"",""mcp_bridge_contracts_declared"",""mcp_bridge_external_execution_disabled"",""mcp_bridge_identities_bound"",""mcp_bridge_key_material_denied"",""mcp_bridge_network_denied"",""mcp_bridge_passports_bound"",""mcp_bridge_secret_material_denied"",""mcp_bridge_security_claims_absent"",""mcp_bridge_tool_execution_disabled"",""trust_ledger_append_only"",""trust_ledger_blockchain_absent"",""trust_ledger_chain_valid"",""trust_ledger_entries_bound"",""trust_ledger_evidence_required"",""trust_ledger_execution_disabled"",""trust_ledger_hash_algorithm_declared"",""trust_ledger_key_material_denied"",""trust_ledger_network_denied"",""trust_ledger_secret_material_denied"",""trust_ledger_security_claims_absent"",""trust_ledger_signature_absent"",""trust_ledgers_declared""]","[""unknown policy rule""]",passed,265,2,"[""CL""]","[""CL""]","[""CL"",""EU""]","[""ChatbotRuntime""]","[""OpenAISandbox""]","{""blocked_attempts"":1,""declarative_contract_names"":[""OpenAIProvider""],""executable_providers"":[""simulated""],""external_contracts_total"":1,""external_execution_blocked"":true}","{""bytecode_digest"":{""valid"":true,""value"":""sha256:d0087afaaf6cd13a454d8edfb22019e33941d8f0b843c2fb05bc47af3ac7bdd1""},""ledger_digest"":{""valid"":true,""value"":""sha256:ae2968e84b006df7d89515006e38290372c20fccdb38ac83a215741be3faf3b8""},""report_digest"":{""valid"":true,""value"":""sha256:8694e4d294745606149a610a81a72001a5e147f95e0ee8c9087ea3cf7760d995""},""trace_digest"":{""valid"":true,""value"":""sha256:1a7be935a9938429b677e39db65ba197ee11802cfd64f741cb2897338160f36c""}}",,"{""session.argbc.json"":{""present"":true,""size_bytes"":45581},""session.argx"":{""present"":true,""size_bytes"":25815},""session.evidence.json"":{""present"":true,""size_bytes"":710},""session.security.json"":{""present"":true,""size_bytes"":22268},""session.trace.json"":{""present"":true,""size_bytes"":130321}}",{}
d3ae69b0-7ed7-4f0e-b882-0666081bde28,true,5,completed,false,true,44,"[""a2a_bridge_agent_execution_disabled"",""a2a_bridge_agents_bound"",""a2a_bridge_authentication_non_secret"",""a2a_bridge_contracts_declared"",""a2a_bridge_external_execution_disabled"",""a2a_bridge_handshakes_bound"",""a2a_bridge_identities_bound"",""a2a_bridge_key_material_denied"",""a2a_bridge_message_contracts_bound"",""a2a_bridge_network_denied"",""a2a_bridge_passports_bound"",""a2a_bridge_secret_material_denied"",""a2a_bridge_security_claims_absent"",""a2a_bridge_trust_ledgers_bound"",""atrust_boundaries_declared"",""atrust_credential_contract_declared"",""atrust_did_methods_declared"",""atrust_handshake_declared"",""atrust_identity_declared"",""mcp_bridge_agents_bound"",""mcp_bridge_authentication_non_secret"",""mcp_bridge_boundaries_bound"",""mcp_bridge_contracts_declared"",""mcp_bridge_external_execution_disabled"",""mcp_bridge_identities_bound"",""mcp_bridge_key_material_denied"",""mcp_bridge_network_denied"",""mcp_bridge_passports_bound"",""mcp_bridge_secret_material_denied"",""mcp_bridge_security_claims_absent"",""mcp_bridge_tool_execution_disabled"",""trust_ledger_append_only"",""trust_ledger_blockchain_absent"",""trust_ledger_chain_valid"",""trust_ledger_entries_bound"",""trust_ledger_evidence_required"",""trust_ledger_execution_disabled"",""trust_ledger_hash_algorithm_declared"",""trust_ledger_key_material_denied"",""trust_ledger_network_denied"",""trust_ledger_secret_material_denied"",""trust_ledger_security_claims_absent"",""trust_ledger_signature_absent"",""trust_ledgers_declared""]","[""unknown policy rule""]",passed,265,2,"[""CL""]","[""CL""]","[""CL"",""EU""]","[""ChatbotRuntime""]","[""OpenAISandbox""]","{""blocked_attempts"":1,""declarative_contract_names"":[""OpenAIProvider""],""executable_providers"":[""simulated""],""external_contracts_total"":1,""external_execution_blocked"":true}","{""bytecode_digest"":{""valid"":true,""value"":""sha256:0fc81690f6797d3e51d3ee715e9c93a55016d99b91b756cfd55b94353aca44b9""},""ledger_digest"":{""valid"":true,""value"":""sha256:ae2968e84b006df7d89515006e38290372c20fccdb38ac83a215741be3faf3b8""},""report_digest"":{""valid"":true,""value"":""sha256:17de4e3e24085d06c1b719b3a3755e35978837537e4869d3ca7873378854316e""},""trace_digest"":{""valid"":true,""value"":""sha256:3e42dda7baa5773011a39252276f2e8c6899b72ab90956c2252b499fec83fe01""}}",,"{""session.argbc.json"":{""present"":true,""size_bytes"":45591},""session.argx"":{""present"":true,""size_bytes"":25825},""session.evidence.json"":{""present"":true,""size_bytes"":710},""session.security.json"":{""present"":true,""size_bytes"":22271},""session.trace.json"":{""present"":true,""size_bytes"":130327}}",{}
d4bf31be-1273-40bf-b3ca-d1cd1724d6f3,true,5,completed,false,true,44,"[""a2a_bridge_agent_execution_disabled"",""a2a_bridge_agents_bound"",""a2a_bridge_authentication_non_secret"",""a2a_bridge_contracts_declared"",""a2a_bridge_external_execution_disabled"",""a2a_bridge_handshakes_bound"",""a2a_bridge_identities_bound"",""a2a_bridge_key_material_denied"",""a2a_bridge_message_contracts_bound"",""a2a_bridge_network_denied"",""a2a_bridge_passports_bound"",""a2a_bridge_secret_material_denied"",""a2a_bridge_security_claims_absent"",""a2a_bridge_trust_ledgers_bound"",""atrust_boundaries_declared"",""atrust_credential_contract_declared"",""atrust_did_methods_declared"",""atrust_handshake_declared"",""atrust_identity_declared"",""mcp_bridge_agents_bound"",""mcp_bridge_authentication_non_secret"",""mcp_bridge_boundaries_bound"",""mcp_bridge_contracts_declared"",""mcp_bridge_external_execution_disabled"",""mcp_bridge_identities_bound"",""mcp_bridge_key_material_denied"",""mcp_bridge_network_denied"",""mcp_bridge_passports_bound"",""mcp_bridge_secret_material_denied"",""mcp_bridge_security_claims_absent"",""mcp_bridge_tool_execution_disabled"",""trust_ledger_append_only"",""trust_ledger_blockchain_absent"",""trust_ledger_chain_valid"",""trust_ledger_entries_bound"",""trust_ledger_evidence_required"",""trust_ledger_execution_disabled"",""trust_ledger_hash_algorithm_declared"",""trust_ledger_key_material_denied"",""trust_ledger_network_denied"",""trust_ledger_secret_material_denied"",""trust_ledger_security_claims_absent"",""trust_ledger_signature_absent"",""trust_ledgers_declared""]","[""unknown policy rule""]",passed,265,2,"[""CL""]","[""CL""]","[""CL"",""EU""]","[""ChatbotRuntime""]","[""OpenAISandbox""]","{""blocked_attempts"":1,""declarative_contract_names"":[""OpenAIProvider""],""executable_providers"":[""simulated""],""external_contracts_total"":1,""external_execution_blocked"":true}","{""bytecode_digest"":{""valid"":true,""value"":""sha256:0fc81690f6797d3e51d3ee715e9c93a55016d99b91b756cfd55b94353aca44b9""},""ledger_digest"":{""valid"":true,""value"":""sha256:ae2968e84b006df7d89515006e38290372c20fccdb38ac83a215741be3faf3b8""},""report_digest"":{""valid"":true,""value"":""sha256:17de4e3e24085d06c1b719b3a3755e35978837537e4869d3ca7873378854316e""},""trace_digest"":{""valid"":true,""value"":""sha256:3e42dda7baa5773011a39252276f2e8c6899b72ab90956c2252b499fec83fe01""}}",,"{""session.argbc.json"":{""present"":true,""size_bytes"":45591},""session.argx"":{""present"":true,""size_bytes"":25825},""session.evidence.json"":{""present"":true,""size_bytes"":710},""session.security.json"":{""present"":true,""size_bytes"":22271},""session.trace.json"":{""present"":true,""size_bytes"":130327}}",{}
